PIV2020 にあって PEJVO にない単語を literumilo で語根分解した結果 (見出し語 + 派生語, 空白語除外)
対象語数: 12,966

表示語	解析語	有効?	語根分解結果
ŝnuristo	ŝnuristo	True	ŝnur.ist.o
ŝnurumo	ŝnurumo	False	ŝnurumo
ŝoguno	ŝoguno	True	ŝogun.o
ŝorto	ŝorto	False	ŝorto
ŝosea	ŝosea	True	ŝose.a
ŝoseto	ŝoseto	True	ŝos.et.o
ŝotro	ŝotro	False	ŝotro
ŝov	ŝov	False	ŝov
ŝovelado	ŝovelado	True	ŝovel.ad.o
ŝoviĝado	ŝoviĝado	True	ŝov.iĝ.ad.o
ŝoĥti	ŝoĥti	False	ŝoĥti
ŝoĥtisto	ŝoĥtisto	False	ŝoĥtisto
ŝoĵio	ŝoĵio	False	ŝoĵio
ŝpara	ŝpara	True	ŝpar.a
ŝpico	ŝpico	True	ŝpic.o
ŝpinfasko	ŝpinfasko	True	ŝpin.fask.o
ŝpinistino	ŝpinistino	True	ŝpin.ist.in.o
ŝpinitaĵo	ŝpinitaĵo	True	ŝpin.it.aĵ.o
ŝpiniĝi	ŝpiniĝi	True	ŝpin.iĝ.i
ŝproso	ŝproso	False	ŝproso
ŝpruca	ŝpruca	True	ŝpruc.a
ŝpruco	ŝpruco	True	ŝpruc.o
ŝramanismo	ŝramanismo	False	ŝramanismo
ŝramano	ŝramano	False	ŝramano
ŝraŭba	ŝraŭba	True	ŝraŭb.a
ŝraŭbado	ŝraŭbado	True	ŝraŭb.ad.o
ŝraŭbaĵi	ŝraŭbaĵi	True	ŝraŭb.aĵ.i
ŝraŭbaĵilo	ŝraŭbaĵilo	False	ŝraŭbaĵilo
ŝraŭbinigi	ŝraŭbinigi	False	ŝraŭbinigi
ŝraŭbinigilo	ŝraŭbinigilo	False	ŝraŭbinigilo
ŝriki	ŝriki	False	ŝriki
ŝrotaĵo	ŝrotaĵo	False	ŝrotaĵo
ŝroto	ŝroto	False	ŝroto
ŝrumpado	ŝrumpado	True	ŝrump.ad.o
ŝtalvaroj	ŝtalvaroj	True	ŝtal.var.oj
ŝtanci	ŝtanci	False	ŝtanci
ŝtancilo	ŝtancilo	False	ŝtancilo
Ŝtatoj	Ŝtatoj	True	Ŝtat.oj
ŝterno	ŝterno	True	ŝtern.o
ŝtipejo	ŝtipejo	True	ŝtip.ej.o
ŝtoko	ŝtoko	False	ŝtoko
ŝtopado	ŝtopado	True	ŝtop.ad.o
ŝtopiĝejo	ŝtopiĝejo	True	ŝtop.iĝ.ej.o
ŝtrebo	ŝtrebo	False	ŝtrebo
ŝtrumporubando	ŝtrumporubando	True	ŝtrump.o.ruband.o
ŝtudo	ŝtudo	False	ŝtudo
ŝtupare	ŝtupare	True	ŝtup.ar.e
ŝtuparforma	ŝtuparforma	True	ŝtup.ar.form.a
ŝuaĉoj	ŝuaĉoj	True	ŝu.aĉ.oj
ŝuaĵo	ŝuaĵo	True	ŝu.aĵ.o
ŝudro	ŝudro	False	ŝudro
Ŝulamito	Ŝulamito	False	Ŝulamito
ŝulda	ŝulda	True	ŝuld.a
ŝuldateco	ŝuldateco	True	ŝuld.at.ec.o
ŝuldigo	ŝuldigo	True	ŝuld.ig.o
Ŝunemo	Ŝunemo	False	Ŝunemo
ŝunjato	ŝunjato	False	ŝunjato
ŝuntado	ŝuntado	True	ŝunt.ad.o
ŝusado	ŝusado	False	ŝusado
ŝusi	ŝusi	False	ŝusi
ŝuso	ŝuso	False	ŝuso
ŝutaĵo	ŝutaĵo	True	ŝut.aĵ.o
ŝutloko	ŝutloko	True	ŝut.lok.o
ŝuŝi	ŝuŝi	False	ŝuŝi
ŝuŝo	ŝuŝo	False	ŝuŝo
ŝvaba	ŝvaba	True	ŝvab.a
Ŝvabio	Ŝvabio	False	Ŝvabio
Ŝvano	Ŝvano	False	Ŝvano
Ŝvanomo	Ŝvanomo	False	Ŝvanomo
Ŝvarca	Ŝvarca	False	Ŝvarca
ŝvarcaĵo	ŝvarcaĵo	False	ŝvarcaĵo
Ŝvarco	Ŝvarco	False	Ŝvarco
ŝvebaĵo	ŝvebaĵo	True	ŝveb.aĵ.o
ŝvebero	ŝvebero	False	ŝvebero
ŝvebigi	ŝvebigi	True	ŝveb.ig.i
ŝvebo	ŝvebo	True	ŝveb.o
ŝvela	ŝvela	True	ŝvel.a
ŝvelado	ŝvelado	True	ŝvel.ad.o
ŝvelforma	ŝvelforma	True	ŝvel.form.a
ŝvitejo	ŝvitejo	True	ŝvit.ej.o
ŝviteta	ŝviteta	True	ŝvit.et.a
ŭ	ŭ	True	ŭ

--- 解析に失敗した語 ---
PEJVO.txt (単語数・正規化後ユニーク): 37,434
差集合 (PIVのみ): 12,964
-adien
-anc
-antaĵo
-ante
-anto
-ataĵo
-ate
-ateco
-ato
-ator
-az
-butenalo
-fic
-fit
-gen
-graf
-grafio
-gram
-icid
-intaĵo
-inte
-into
-itaĵo
-ite
-iteco
-ito
-iveco
-ivo
-land
-micet
-mikot
-mikoten
-morf
-nomial
-om
-onte
-onto
-opsid
-otaĵo
-oto
-ozan
-peksi
-propanolo
-som
-stomi
-tet
-tom
-tomizi
-trop
-unt
Aarono
Abadono
abandoni
abandonismo
abandono
abatiso
abazio
abdukcio
abduktoro
Abelardo
abevilio
abiogenezo
ablacio
Abnero
abnorma
abolismo
abomaso
abortitaĵo
Abrahama
abrazia
abrazio
abrogacii
abrogi
abrogo
Abruzo
abulio
abutilo
abĵuri
Abŝalomo
ace
acetabulo
acetili
acetonemio
acetonilo
acetonurio
acidimetro
acidozo
acino
acipensero
acipenseroformaj
Aciso
adamantino
adaptometrio
Adena
adenito
adenoida
adenoidismo
adenoidito
adenomo
adenopatio
adenozilo
adenpatio
adipo
adipogenezo
adipozo
adisona
Adisono
adjudanto
ADP
Adria
Adriano
adsubstantivo
adukcio
aduktoro
adulteri
advekcio
adventico
adventiva
aedo
aeremio
aernetoleranta
aerobiko
aeroforo
aerologio
aerometrio
afanipteroj
Afaro
aferezo
afidavito
afidedoj
afikŝo
afinacii
afinacio
afineco
afiso
agamedoj
agamia
agamio
agaro
agatido
agenturo
agerato
Aglajo
aglutinino
Agnio
agnozio
agoro
agrafilo
agrafio
agreŝi
Agrikolo
agutio
agvarao
Ahasvero
ahimsa
ahimsano
ahimso
aidoŝo
airo
aizoacoj
aizoo
ajapano
ajatolo
aji
akada
akantiaso
akantocefaloj
akantopterigoj
akarozo
akcidenca
akcidenco
akcipitredoj
akebio
akenaro
akeno
akeo
Akerono
akerontio
akinezio
akmeo
akneo
akolio
akolito
akonitino
akontio
akorio
akoro
akrocefala
akrocefalo
akrocianozo
akroleino
akromatopsia
akromegalio
akromio
akroĥordo
aksiometro
aksoido
aksono
akteo
Akteono
aktinidibero
aktinidio
aktiniidoj
aktinistoj
aktinolito
aktinomiceto
aktinomicetoj
aktinomicetozo
aktinopterigoj
aktualismo
akuŝologio
akvifoliacoj
akvifolio
Akvilono
Akvinano
akvo-neafina
alambiko
alando
alanino
alantoido
Alariko
alaterno
alaŭdedoj
albedo
Albertino
albigenso
Albiono
albito
albizio
albugineito
albugineo
albugo
albumozo
alcededoj
alcelafo
Alcestiso
Alcibiado
Alcinoo
alcionio
alcioniuloj
aldolo
aldosterono
aleatora
aleksino
aleksio
alektoro
alelo
alero
Aleutoj
Aleĉjo
aleŭrito
aleŭrodedoj
aleŭrodo
alfa-helico
Alfonsino
Alfonso
algida
algideco
alginato
algino
algio
algiologio
algiologo
algologio
algologo
algonkio
algvazilo
Alhambro
aliario
alidado
aliel
aliena
alieneco
alieni
alienisto
alienulo
alies
alifata
alilo
alismacoj
alismo
alito
aliumo
alizarino
alizeo
alizujo
alk
alkadieno
alkado
alkaja
Alkajo
alkalio
alkalometrio
alkalozo
alkanalo
alkano
alkanolato
alkanolo
alkanono
alkarazo
alkazabo
alkazaro
alkekengo
alkeno
alkilo
Alkmeno
alkoholato
alkoholaturo
alkoholemio
Almagesto
almandino
almeo
almo
alodo
alokazio
aloktono
alomorfo
aloritmio
alotrofio
alotropa
alotropaĵo
alotropeco
alpinio
alpismo
alt
alteracii
alteraciiĝi
alteracio
alterneco
altimetro
altometrio
aluato
aluminato
aluminiato
alunerco
aluntero
alveolinedoj
alveolino
alzano
alĝebro
alĝo
Amalekidoj
Amaleko
amando
amanitino
amarilidacoj
amaŭrozo
ambistomo
ambivalenco
ambliopa
ambliopeco
amblistomo
ambrosio
ambulanĉo
ambulatoria
ambulatorio
amebeco
amebismo
amebozo
amelanĉo
amelozo
ameno
amenoreo
amentuloj
ametropeco
amfetamino
amfiartro
amfibolito
amfibologio
amfineŭroj
amfiokso
amfipodoj
Amfitriono
Amfitrito
amfotera
amianto
amigdalino
amikto
amilazo
amio
amirido
amitozo
amiŝo
amniuloj
amofilo
Amonidoj
Amoso
AMP
ampeloprazo
amplifa
amplifilo
amplifo
anabaptisto
anafazo
anafora
anaforo
anaglifa
anaglifo
anakardiacoj
anakinezio
anakoreto
Anakreoneska
analeptiko
analgeziko
analisto
anamirto
anamorfoza
anamorfozo
anao
anasedoj
anastatiko
anastomoza
anastomozi
anastomozo
anastrofo
anateksito
anatekso
anatoksino
ancilostomo
ancilostomozo
androceo
Andromaĥo
andropogono
androzaco
andujeto
andujo
aneksismo
anekŝi
anemometrio
anetolo
aneŭploida
Angelino
Angelo
angiito
angiologio
angiomo
angiotensino
anglezo
anglicismo
angulilo
angulumita
Angura
anhidrido
anhidrito
anilido
anilo
anizidino
anizokorio
anizosfigmio
Anjo
ankoneo
ankoraŭa
ankrizita
anksia
anksio
anobiedoj
anodonto
anoksemio
anoksio
anono
anopsio
anoreksio
anortito
anosmio
Anselmo
anstataŭilo
antecedentoj
antedono
antefikso
antenario
anteridio
anterozoido
anthelio
anti
antiklinalo
antilido
Antinoo
Antiopo
Antioĥio
antociano
Antoneno
Antonenoj
antonomazio
antozooj
antraceno
antrakinono
antrakozo
antrisko
antro
antropofagismo
antropofago
anturio
anuitato
anurio
anuroj
anuŝo
anzuarbo
anzuo
anzuujo
Anĥizo
aortito
aoto
apatosaŭro
apeksa
apekso
apendicektomio
apendikularioj
apepsio
apercepti
apercepto
apetaloj
apetenco
apiolo
apioso
Apiso
aplito
apocinacoj
apocino
apodoformaj
Apolonio
apoloĝo
apomikso
aponeŭrozo
aposiopezo
apotecio
apretanto
apretaĵo
aproksimi
arabidopso
arabinozo
arabiso
aragonito
arahanto
araknoidito
aramea
araneoidoj
arbarizi
arbologio
ardeedoj
arekacoj
areknukso
areko
arenario
areola
areolo
arganio
argemono
argilpetro
arginino
argiopo
argironeto
Argolando
Arguso
arida
arilo
arino
Ariono
Ariosto
Aristido
aritenoido
aritmetikilo
arkaa
arkaaĵo
arkaiĝi
arkeano
arkegonio
arkeoloĝo
arkeozoiko
arketipo
arkimandrito
arkipelaĝo
arkipteroj
arkiteŭto
arkivolto
arkozo
arkteo
arktostafilo
arkuso
armadelo
armadilidio
Armando
armilario
armorio
aromata
arondismento
arsacetino
arsenido
arsino
Artakserkso
artefakto
arteriektomio
arteriito
artokarpo
artralgio
artro
artrologio
arumacoj
arumano
arundo
arunko
arĝentumo
arĥaja
arĥipelaĝo
Asamio
asbestozo
ascensio
ascidioj
ascito
asdiko
asembli
asidua
asindeto
asiriologio
asistolio
askaridozo
asklepiadacoj
Asklepio
asko
askomicetoj
askomikotoj
askorba
askujo
Asoko
asonanĉo
asparagino
aspartato
asparto
Aspazio
aspergilozo
asperĝi
aspidistro
aspiko
aspiratoro
asplenio
Astarto
astenosfero
asteriedoj
asterioidoj
asterolino
asterozooj
Astianakso
astilbo
astreo
Atalanto
atamano
ataraksio
ateliero
ateneo
atenuilo
ateromo
aterosklerozo
Atikeco
atikito
atlaŝo
atmano
atmo
atmometro
atmosferografio
atmosferologio
atonala
ATP
atrabilo
Atreidoj
Atreo
atrezio
atribŭi
atricio
atropismo
atropo
avenŭo
Averno
Averoeso
averoo
Avesta
avicenio
Aviceno
avikulario
avinjo
avio
avitaminozo
aza
azarolo
azelo
azeotropo
azido
azidotimidino
azimeno
azoa
azoiko
azoksio
azolo
azoo
azotemio
azoturio
AZT
azteko
azuleĥo
Aĥabo
Aĥajano
Aĥajo
aĥerontio
aĥi
aŝaro
Aŝmodeo
aŭ-funkcio
aŭbado
aŭbrietio
aŭdienĉo
aŭditoro
Aŭgio
aŭgito
aŭgmentativo
aŭgmento
aŭgustenano
aŭkedoj
aŭksino
aŭksotrofa
aŭkubo
aŭkumeo
Aŭreliano
aŭrelio
aŭriko
aŭrikulario
aŭripigmento
aŭstera
aŭstrala
aŭstralopiteko
Aŭstronezia
aŭtarkio
aŭtigena
aŭtogamio
aŭtogena
aŭtomorfio
aŭtosomo
aŭtotrofa
Baalo
baci
baco
Badenlando
Bafina
bagno
bagro
bajronismo
bakango
baktericida
baktericido
bakteriofaĝo
Baktro
Bakĥa
Bakĥanto
Bakĥi
Bakĥofesto
bakŝiŝo
balafono
balanito
balantidio
balato
Baldueno
balenedoj
balenopteredoj
balenoptero
baloteo
Baltazaro
balzaminacoj
bambuzo
Banaĥo
banderilo
bandoliero
bangificoj
bangio
bangioficoj
bantua
banusejo
banuslando
banuso
baptanino
baptisterio
baptujo
bar-micvo
Barabaso
barbadenbero
barbadeno
barbakano
Barbaroso
barbio
barbitono
barbitura
barbituraĵo
barbiturismo
barbituro
Barenca
bariono
Barnabanoj
Barnabo
Bartolomeo
barumo
Baruĥo
barzojo
basiero
Bassa
Bastiano
batava
batokroma
batolito
batometrio
batometro
batui
batuisto
batuo
bavuro
bazamento
bazidimicetoj
bazidimikotoj
bazidio
bazidiomicetoj
bazidiomikotoj
bazidiujo
bazoĉo
Baŝkirio
baŝkiro
baŝliko
baŝo
baŭhinio
bearnezo
bedelio
begamo
behaviorismo
Behemoto
bei
beja
bejo
bekabungo
bekeŝo
belemnitoj
Belerofono
Belialo
beliso
belono
belonoformaj
beloto
Belzebuto
belĝo
Belŝacaro
bemerio
Bengalio
Benjameno
benta
bentano
bento
bentulo
benzidino
benzilo
benzo
benzodiazepino
benzoil-glicino
benzoili
benzoilo
bermo
bernardanoj
Bernardo
berserko
bertoletio
Bertrando
bestia
bestio
Betanio
bezoaroj
beŝamelo
Bhagavadgito
bi
biasa
biasi
biaso
bidento
bielo
bienalo
bierumi
bifaco
bifadena
bifenilo
bifida
bifilara
bigarado
bigaradujo
bigarelarbo
bigarelo
bigarelujo
bignonio
bikso
bilabialo
bilanĉo
Bileamo
bilharziozo
bimetala
biocido
bioloĝo
biometrio
biomo
bionto
biopsio
biotino
biotito
birgo
bisako
biskutelo
bismutato
bistorto
bitniko
bitumoza
biureto
Bizancio
Bizantio
bizanto
bizo
biĵuterio
blablai
blakbaso
blamanĝo
blapto
blastemo
blasto
blastocero
blastodermo
blastomiceto
blastomicetoj
blastomicetozo
blastulo
blatuloj
blazego
blaziga
Blazio
blazo
blefarito
blenioidoj
bletio
blezi
Blezio
blinki
blinkigi
blinkilo
blinko
blino
blizardo
bluso
bluti
Boazo
boaĉo
bobo
bobolinko
bodonio
Bofronta
bogomilano
bogomilismo
Bogomilo
bojaro
Bokaĉa
bokaĉeska
boksero
bokŝi
boldino
boldo
boletacoj
bolometro
Bomarŝeo
bombako
bombeno
bombinatoro
Bonapartisto
bonedo
bongoj
Bonifaco
bonifiko
bonito
bonsajo
bonto
bopo
bopso
boragacoj
borano
borborigmo
Bordozio
borduna
borduno
boreala
borelio
borneolo
Boromeo
borpinto
bosanovo
bosaĵo
boselafo
bosi
boso
bostriko
bosvelio
botanikumi
botargo
Botnia
botrito
bovedoj
bovisteo
bradikardio
bradipedoj
bradipepsio
brahmoo
Brajto
brakino
brakiopodoj
Brandenburga
Brandenburgio
brankiopodoj
brankiostomo
branĉido
braĉo
braĥino
braĥiuro
bregmo
bremŝo
breveto
brevo
brezaĵo
brezi
brezujo
breĉio
Briareo
brifitoj
brikabrako
Brindizio
brio
briopsidoj
briozooj
brioĉo
brisuro
brisurumita
britona
brokatelo
bromelio
bromuso
bronkoskopio
bronkoskopo
brosmo
brucelozoj
brucino
bruliva
Brumero
brumo
brunfelsio
brunjono
brusonetio
brutte
buadi
Bucefalo
Budapesto
budleo
bufono
buftalmo
buglo
bugri
bujabeso
bukcinatoro
bukmekro
bukoliko
bukorako
bukŝo
bulimio
bullo
bungaro
bupleŭro
bupresto
burasko
Burbonoj
Burgenlando
burgo
Burjatio
burjato
burko
burnuŝo
burseracoj
bursero
bursito
burso
but
butadieno
butanono
buteno
butino
butomo
buĝio
buĥto
cebedoj
cebo
cecidomio
Cecilio
cefala
cefalaspido
cefalaspidoformaj
cefalaspidomorfoj
cefaleo
cefalo
Cefizo
ceibo
Cekropso
Celadono
celaro
celeco
celentero
Celesteno
celestito
celesto
celobiozo
celomo
celomuloj
celtido
cenobito
cenocito
censi
censisto
centaŭrio
centifolio
centilo
centipelio
centraliza
centrifugado
centriolo
centromero
centrosomo
centuriestro
centurio
cenzoro
cepolo
cerambikedoj
cerambiko
ceramio
cerastio
ceratino
ceratofilo
ceratonio
cerbatano
cercidifilo
cercido
cerebro
cerebro-spina
cerkario
cerkopitekedoj
cerkopiteko
certio
ceruzito
cervelaso
cesto
cestodoj
cestro
ceterako
cetilo
cetrario
cezalpinio
cezara
Cezareo
cezari
cgs
cianato
cianeo
cianfitoj
cianhidrino
cianofitoj
cianokobalamino
cianorato
cianorito
cianozo
cianuro
Cibelo
ciborio
cicoida
Cido
Cidono
cifoskoliozo
cifozo
cikadomorfoj
cikaso
ciklometria
ciklosporino
ciklostomoj
ciliaro
ciliuloj
cimbalario
cimbidio
cimbopogono
cimbro
cimicifugo
cimitaro
cinamalo
cinamomo
cinaro
cindropetro
cingulo
cinipedoj
cinipo
cinkledoj
Cinno
cinocefalo
cinodonto
cinogloso
cinozuro
cintri
cintro
cinturo
cipero
cipo
cipreo
Cipriano
ciprinedoj
cipripedio
circeo
Circo
Cirenano
cirkaeto
cirkonvalacio
cirkumflekŝo
cirsio
Cis-Jordanio
Cis-Kaŭkazio
cisteino
Cisterciano
Cistercio
cisticerko
cisticerkozo
cistino
cistocelo
cistopterido
cistrono
Citera
citino
citofilakto
citokinino
citokromo
citologio
citologo
citoskeleto
citosolo
citotropa
citozino
citozo
citralo
citrolino
citronelalo
citronelo
ciumi
civetikto
ciĉo
cumeca
cumo
dabi
dabingo
dadaisto
Dafniso
dagerotipio
Dagoberto
dajmonismo
dajmono
Dakio
dakrioadenito
dakriocistito
dakriocisto
daktiliso
daktiloskopio
dalbergio
Daltono
daltonulo
damaro
Damiano
Damoklo
Danaidinoj
Danaidoj
Danao
Danteca
Danteska
datenopo
davalio
dazipedoj
dazipodedoj
Daŭfenio
Daŭfenlando
daŭfeno
daŭko
DDT
debila
debileco
debiliga
Dedalo
defensejo
defensi
defeti
defetisto
deikto
dejo
dekadenĉo
dekalino
dekapodoj
dekati
dekatlono
dekilo
dekubito
delekti
delektinda
delektiĝi
deleĝi
deliktinto
deloniko
deltametalo
deltaplano
demagoĝo
Demetrio
demimondo
demiurgo
demodekso
demodeksozo
demonologio
Demosteno
dendrito
dendrokronologio
dendrokronologo
dendrolago
dendrologio
dengo
Denizo
denotacio
densometrio
denstetio
dentino
dentizi
dentizilo
dentumita
dentumo
deodaro
deoksi
deontologio
deploji
depravacio
deprecado
depreci
depreco
depresia
depresora
dermapteroj
dermato
dermesto
dermopteroj
dero
desapontiĝi
desmosomo
despero
detempro
detonaciigi
detonaciigilo
detonaciivo
detrita
detrito
Detrojtrivero
deviaciismo
deviacio
dezajni
dezajnisto
dezajno
Dezidero
Deŭkaliono
deŭteromicetoj
di
diafanoskopio
diagenezo
diagnostiko
diagnoziko
diaklazo
diakrita
diakrona
dialefo
dialipetaloj
dialoĝo
diapaŭzo
diapedezo
diapsidoj
diasporo
diastrofismo
diatomeoj
diatomito
diazo
diazometano
diazoniigi
diazonio
didaskalio
didelfedoj
didimo
Didono
Diego
dieno
dieŝo
difenbakio
difeomorfa
difeomorfia
difeomorfio
difeomorfo
difilobotrio
diftonĝo
digamo
digestujo
digitario
digitoksino
digitopunkturo
diglosio
digresio
dikariono
dikotiledonoj
dikotoma
dikotomeco
dikroa
dikroeco
dikroismo
diktiosomaro
diktiosomo
dilatatoro
dilatujo
dilenio
diminuendo
diminui
dimorfa
dimorfeco
dimorfismo
diodonto
Diodoro
diofanta
Diofanto
Diogeno
Diokleciano
dioksano
diomedeo
Diomedo
dioneo
Dioniza
Dionizio
Diono
dioptro
diorito
dioskoreino
dioskoreo
Dioskuroj
diospiro
diploida
diplokoko
diplomologio
diploo
diplopio
diplopodoj
dipnoj
dipodedoj
diporto
dipterokarpacoj
dipterokarpo
direktismo
dirko
disaĝio
dise-mise
diselo
disjunkcio
diskedo
diskomicetoj
diskrecio
diskriminilo
dismenoreo
dismo
disoma
dispneo
disproporcio
dista
distanĉo
distribucio
distribŭi
ditografio
diurezilo
divertikulektomio
divertikulo
diverĝeco
diĝesto
Diĵonio
DNA
do-gamo
docetismo
dodekaedro
dodekafona
dodekafonio
dodekafonismo
dodoico
dogero
dojno
dokta
dolikoto
dolino
dolio
doliĥoto
dolmano
dolo
dolomito
dolomitpetro
domanio
Domiciano
domineco
donacio
donako
dopantaĵo
dopanto
dopilo
dora
Doria
dorido
dorika
doriso
dornumita
Doro
dorsantaŭa
Dovro
drabo
draceno
drakocefalo
drakoni
draĝeo
drimio
drimiso
driopterido
drola
dromiceo
dromio
dromo
dropso
drozofiledoj
drumo
duaro
dubleo
duenjo
duflo
dukdalbo
Dumao
dumduma
dupo
durativo
durio
duteto
duumviro
Eako
easto
ebonacoj
ebulioskopo
ecidio
ecio
ecisporo
Edao
edentatoj
edilo
Edmundo
Eduardo
efebo
efedrino
efedro
efelido
efemeropteroj
efloreskaĵo
efo
Efraimo
Efrato
efrito
Egerio
egilopo
egiptologio
Egisto
ejakula
ejakulo
ejektivo
ejgena
ejgeno
ejnŝtejnio
ejŝhornio
ekbalio
ekdisono
ekinoidoj
ekinokoko
ekinopso
ekinozooj
eklektikisto
eklipŝo
ekonometriko
ekranumi
eksceŝo
ekscizi
eksklamacio
ekspansiilo
ekspektori
ekspektoriga
eksplica
eksplici
ekspresionisto
ekspreŝo
ekstensanto
ekstensi
ekstenso
ekstensoro
eksterejo
ekstradoso
eksvoto
ektazio
ekto
ektodermo
ektomio
ekvipotenciala
ekvipotencialo
ekvizetopsidoj
ekvo
ekzarko
ekzekutivo
ekzistismo
ekzo
ekzogamio
ekzogena
ekzokrina
ekzotera
elafro
elaidato
elanio
elapedoj
elapo
elasmobrankoj
elastino
elastomero
elateredoj
elateriino
elatino
eledono
elefantedoj
elektrebla
elektroforezo
elektrokuti
elektrumo
elektuario
eleo
eleokarito
eletario
Eleŭziso
Eliezero
Elio
elipŝo
elitrigio
Elizabeta
Elizo
elodeo
Elohima
Elohimisto
elokucio
eluantaĵo
eluanto
elui
eluitaĵo
eluviado
eluvii
eluvio
Emanuelo
Emauso
emberizedoj
embolozigo
embrifitoj
embriofitoj
embriotomio
embritomio
embrokacio
Emeriko
emersio
emetino
emetropa
emidedoj
emigi
emigracio
emigrado
emigri
Emilia
Emiliano
eminenĉo
Eminjo
emio
emitoro
Empedoklo
empetro
empireo
emporio
emulsiantaĵo
emulsianto
emulsiazo
emulsieblo
emulsiilo
emulsiino
emulsioido
enantiomorfa
enantiomorfeco
enantiomorfismo
enantiotropa
enantiotropeco
enantiotropismo
enantiozo
encefalalgio
encefalino
encefalografio
Endimiono
endodermo
endogena
endokrinologio
endomorfio
endorfino
endoskopio
endospermo
endotelio
Eneido
engloj
Englujo
enkaŭstiki
enkaŭstiko
enklizaĵo
enklizo
enologo
enoteracoj
ensiferoj
entelekio
entelo
enteralgio
entero
enterokinazo
enteropneŭstoj
entolomo
entomoloĝo
entomostrakoj
enumeracio
enzimologio
eola
Eolia
Eoliano
Eolio
eono
eonotemo
eosto
epakrido
Epaminondo
epanortozo
epeirogenezo
epentezo
eperlano
epicentro
epidendro
epididimo
epifenomeno
epifito
epifizito
epifonemo
epigeneza
epigenezo
epika
epikanto
epiko
epikondilo
Epikteto
epiloĝo
epimorfio
epinefrino
epipaktido
epipaleolitiko
epiploo
epirogeneza
epirogenezo
episomo
epispastika
epistakso
epistata
epistemologio
epitaksio
epitalamo
epiteliomo
epodo
epoksio
epsilono
epuliso
erareco
eratika
Erato
eratumo
Erebo
erepsino
eretio
eretismo
Erfurto
ergativo
ergonomio
ergosterolo
ergotozo
erigerono
erikacoj
Erinio
erinjo
Erino
eritemo
eritreno
eritroblasto
eritroksilo
eritronio
eritropoezino
eritropoezo
eritrozo
Erivano
erizifaloj
erizifo
Erlango
Ernestino
erodio
erofilo
erota
erotismo
erotizi
eroto
erotogena
erotologio
erudi
esameni
esameno
Esavo
esceto
eskalopo
eskapismo
eskaro
eskatologio
eskimumi
Eskulapo
eskulino
eskulo
Eskvilino
eskvizita
esplanado
espozi
espresaparato
espresilo
espresmaŝino
espreso
espresomaŝino
esteco
esterazo
estezo
estezometro
estiel
estivacio
estradiolo
Esĥilo
etalono
etanalo
etano
etanolato
eteno
Eteoklo
etilismo
etimoloĝo
etino
etiola
etioloĝo
etlingero
etoksi
etoksio
etoŝo
etrioskopo
etuvi
etuvo
etuzo
evangelizi
evaporito
Evelino
Evemerismo
Evemero
evipano
evoluto
evolvento
evolŭi
Ezekielo
ezofagoskopio
ezofagoskopo
ezofaĝo
ezokedoj
Ezopa
eĥolalio
eŝolzio
eŭ
eŭdajmonismo
Eŭdokso
eŭfaŭzio
eŭfaŭziuloj
eŭfonio
Eŭfrozino
eŭgenio
Eŭgeno
eŭgleno
eŭkariota
eŭkarioto
eŭkariotoj
eŭklida
Eŭmenidoj
Eŭmeo
eŭmetropa
eŭmetropeco
eŭpepsio
eŭpneo
Eŭridico
Eŭripido
eŭripterigio
eŭritmo
eŭtekto
Eŭterpo
fa
Fabio
Fabricio
facia
facio
faduo
fagacoj
faktiso
faktoto
fakultativa
fakulto
falangeredoj
falanstero
falanĝo
falarido
falenopso
falkedoj
faloida
falunejo
faluni
faluno
falusa
faluseca
faluso
falva
falĉatoro
fanarioto
fanero
fanerozoiko
fango
fanono
fantasio
fantasmo
fantasta
fantasto
faringoskopio
Farnezo
farnezolo
farniento
Faroso
farŝo
fasmuloj
fazanedoj
fazeoluso
faĉo
faĝero
faĝo
faŭcio
faŭltlipo
faŭlto
faŭltspegulo
faŭvismo
feako
Feba
Febo
federalismo
Fedro
feldmarŝalo
feldspatoido
feltizi
femina
femino
femto
fenantreno
fenciklidino
fenestrumo
fenetolo
fenikacoj
feniko
fenikŝo
fenileno
fenilo
fenolato
fenotiazino
feofitino
feofitoj
fericiano
Feroa
ferociano
Feroio
feruta
ferutado
feruti
festeco
fibrilacio
fibrinogeno
fibroino
Fidio
fierindaĵo
fikomicetoj
fiktivo
fikuso
fikŝi
filariozo
Filemono
fileo
filikopsidoj
Filipio
Filipo
filito
filodendro
filodio
filogenezo
Filokteto
filoloĝo
Filomelo
Filono
filopodoj
filosemitismo
filosemito
filostomedoj
filostomo
filtrumo
fimozo
fin
finanĉo
fineso
finia
finizi
finiŝi
finiŝo
finn-ugra
finno-ugra
fiolo
Firmiano
firno
fistulino
fitino
fitiso
fito
fitoftoro
fitokromo
fitolako
fitolo
fizalio
fiziognomiko
fizioloĝo
flagelanto
flamengo
flamerio
Flaminio
flamino
flamumita
flankumita
flasko
flavino
Flavio
flavono
flebotomio
flebotomo
Flegetono
fleksoro
fleo
flikumi
fliŝo
flogistono
Florealo
Floriano
floroglucinolo
flugipova
fluoresceino
fokedoj
fokusdiseco
folianto
foliklito
folikulino
folioto
folulo
fonduo
fonetisto
fonio
fonoforo
fonolito
fonometrio
foradendro
foraminiferoj
