display,lookup,status,notes
abandoni,abandoni,drafted,draft_vortaro_additions_20251012_0031.tsv
abandonismo,abandonismo,drafted,draft_vortaro_additions_20251012_0031.tsv
abandono,abandono,drafted,draft_vortaro_additions_20251012_0031.tsv
abatiso,abatiso,drafted,draft_vortaro_additions_20251012_0031.tsv
abazio,abazio,drafted,draft_vortaro_additions_20251012_0031.tsv
abdukcio,abdukcio,drafted,draft_vortaro_additions_20251012_0031.tsv
abduktoro,abduktoro,drafted,draft_vortaro_additions_20251012_0031.tsv
abevilio,abevilio,drafted,draft_vortaro_additions_20251012_0031.tsv
abiogenezo,abiogenezo,drafted,draft_vortaro_additions_20251012_0031.tsv
ablacio,ablacio,drafted,draft_vortaro_additions_20251012_0031.tsv
abnorma,abnorma,drafted,draft_vortaro_additions_20251012_0031.tsv
abolismo,abolismo,drafted,draft_vortaro_additions_20251012_0031.tsv
abomaso,abomaso,drafted,draft_vortaro_additions_20251012_0031.tsv
abortitaĵo,abortitaĵo,drafted,draft_vortaro_additions_20251012_0031.tsv
abrazia,abrazia,drafted,draft_vortaro_additions_20251012_0031.tsv
abrazio,abrazio,drafted,draft_vortaro_additions_20251012_0031.tsv
abrogacii,abrogacii,drafted,draft_vortaro_additions_20251012_0031.tsv
abrogi,abrogi,drafted,draft_vortaro_additions_20251012_0031.tsv
abrogo,abrogo,drafted,draft_vortaro_additions_20251012_0031.tsv
abulio,abulio,drafted,draft_vortaro_additions_20251012_0031.tsv
abutilo,abutilo,drafted,draft_vortaro_additions_20251012_0031.tsv
abĵuri,abĵuri,drafted,draft_vortaro_additions_20251012_0031.tsv
ace,ace,drafted,draft_vortaro_additions_20251012_0031.tsv
acetabulo,acetabulo,drafted,draft_vortaro_additions_20251012_0031.tsv
acetili,acetili,drafted,draft_vortaro_additions_20251012_0031.tsv
acetonemio,acetonemio,drafted,draft_vortaro_additions_20251012_0031.tsv
acetonilo,acetonilo,drafted,draft_vortaro_additions_20251012_0031.tsv
acetonurio,acetonurio,drafted,draft_vortaro_additions_20251012_0031.tsv
acidimetro,acidimetro,drafted,draft_vortaro_additions_20251012_0031.tsv
acidozo,acidozo,drafted,draft_vortaro_additions_20251012_0031.tsv
acino,acino,drafted,draft_vortaro_additions_20251012_0031.tsv
acipensero,acipensero,drafted,draft_vortaro_additions_20251012_0031.tsv
acipenseroformaj,acipenseroformaj,drafted,draft_vortaro_additions_20251012_0031.tsv
adamantino,adamantino,drafted,draft_vortaro_additions_20251012_0031.tsv
adaptometrio,adaptometrio,drafted,draft_vortaro_additions_20251012_0031.tsv
adenito,adenito,drafted,draft_vortaro_additions_20251012_0031.tsv
adenoida,adenoida,drafted,draft_vortaro_additions_20251012_0031.tsv
adenoidismo,adenoidismo,drafted,draft_vortaro_additions_20251012_0031.tsv
adenoidito,adenoidito,drafted,draft_vortaro_additions_20251012_0031.tsv
adenomo,adenomo,drafted,draft_vortaro_additions_20251012_0031.tsv
adenopatio,adenopatio,drafted,draft_vortaro_additions_20251012_0031.tsv
adenozilo,adenozilo,drafted,draft_vortaro_additions_20251012_0031.tsv
adenpatio,adenpatio,drafted,draft_vortaro_additions_20251012_0031.tsv
adipo,adipo,drafted,draft_vortaro_additions_20251012_0031.tsv
adipogenezo,adipogenezo,drafted,draft_vortaro_additions_20251012_0031.tsv
adipozo,adipozo,drafted,draft_vortaro_additions_20251012_0031.tsv
adisona,adisona,drafted,draft_vortaro_additions_20251012_0031.tsv
adjudanto,adjudanto,drafted,draft_vortaro_additions_20251012_0031.tsv
adsubstantivo,adsubstantivo,drafted,draft_vortaro_additions_20251012_0031.tsv
adukcio,adukcio,drafted,draft_vortaro_additions_20251012_0031.tsv
aduktoro,aduktoro,drafted,draft_vortaro_additions_20251012_0031.tsv
adulteri,adulteri,drafted,draft_vortaro_additions_20251012_0031.tsv
advekcio,advekcio,drafted,draft_vortaro_additions_20251012_0031.tsv
adventico,adventico,drafted,draft_vortaro_additions_20251012_0031.tsv
adventiva,adventiva,drafted,draft_vortaro_additions_20251012_0031.tsv
aedo,aedo,drafted,draft_vortaro_additions_20251012_0031.tsv
aeremio,aeremio,drafted,draft_vortaro_additions_20251012_0031.tsv
aernetoleranta,aernetoleranta,drafted,draft_vortaro_additions_20251012_0031.tsv
aerobiko,aerobiko,drafted,draft_vortaro_additions_20251012_0031.tsv
aeroforo,aeroforo,drafted,draft_vortaro_additions_20251012_0031.tsv
aerologio,aerologio,drafted,draft_vortaro_additions_20251012_0031.tsv
aerometrio,aerometrio,drafted,draft_vortaro_additions_20251012_0031.tsv
afanipteroj,afanipteroj,drafted,draft_vortaro_additions_20251012_0031.tsv
aferezo,aferezo,drafted,draft_vortaro_additions_20251012_0031.tsv
afidavito,afidavito,drafted,draft_vortaro_additions_20251012_0031.tsv
afidedoj,afidedoj,drafted,draft_vortaro_additions_20251012_0031.tsv
afikŝo,afikŝo,drafted,draft_vortaro_additions_20251012_0031.tsv
afinacii,afinacii,drafted,draft_vortaro_additions_20251012_0031.tsv
afinacio,afinacio,drafted,draft_vortaro_additions_20251012_0031.tsv
afineco,afineco,drafted,draft_vortaro_additions_20251012_0031.tsv
afiso,afiso,drafted,draft_vortaro_additions_20251012_0031.tsv
agamedoj,agamedoj,drafted,draft_vortaro_additions_20251012_0031.tsv
agamia,agamia,drafted,draft_vortaro_additions_20251012_0031.tsv
agamio,agamio,drafted,draft_vortaro_additions_20251012_0031.tsv
agaro,agaro,drafted,draft_vortaro_additions_20251012_0031.tsv
agatido,agatido,drafted,draft_vortaro_additions_20251012_0031.tsv
agenturo,agenturo,drafted,draft_vortaro_additions_20251012_0031.tsv
agerato,agerato,drafted,draft_vortaro_additions_20251012_0031.tsv
aglutinino,aglutinino,drafted,draft_vortaro_additions_20251012_0031.tsv
agnozio,agnozio,drafted,draft_vortaro_additions_20251012_0031.tsv
agoro,agoro,drafted,draft_vortaro_additions_20251012_0031.tsv
agrafilo,agrafilo,drafted,draft_vortaro_additions_20251012_0031.tsv
agrafio,agrafio,drafted,draft_vortaro_additions_20251012_0031.tsv
agreŝi,agreŝi,drafted,draft_vortaro_additions_20251012_0031.tsv
agutio,agutio,drafted,draft_vortaro_additions_20251012_0031.tsv
agvarao,agvarao,drafted,draft_vortaro_additions_20251012_0031.tsv
ahimsa,ahimsa,drafted,draft_vortaro_additions_20251012_0031.tsv
ahimsano,ahimsano,drafted,draft_vortaro_additions_20251012_0031.tsv
ahimso,ahimso,drafted,draft_vortaro_additions_20251012_0031.tsv
aidoŝo,aidoŝo,drafted,draft_vortaro_additions_20251012_0031.tsv
airo,airo,drafted,draft_vortaro_additions_20251012_0031.tsv
aizoacoj,aizoacoj,drafted,draft_vortaro_additions_20251012_0031.tsv
aizoo,aizoo,drafted,draft_vortaro_additions_20251012_0031.tsv
ajapano,ajapano,drafted,draft_vortaro_additions_20251012_0031.tsv
ajatolo,ajatolo,drafted,draft_vortaro_additions_20251012_0031.tsv
aji,aji,drafted,draft_vortaro_additions_20251012_0031.tsv
akada,akada,drafted,draft_vortaro_additions_20251012_0031.tsv
akantiaso,akantiaso,drafted,draft_vortaro_additions_20251012_0031.tsv
akantocefaloj,akantocefaloj,drafted,draft_vortaro_additions_20251012_0031.tsv
akantopterigoj,akantopterigoj,drafted,draft_vortaro_additions_20251012_0031.tsv
akarozo,akarozo,drafted,draft_vortaro_additions_20251012_0031.tsv
akcidenca,akcidenca,drafted,draft_vortaro_additions_20251012_0031.tsv
akcidenco,akcidenco,drafted,draft_vortaro_additions_20251012_0031.tsv
akcipitredoj,akcipitredoj,drafted,draft_vortaro_additions_20251012_0031.tsv
akebio,akebio,drafted,draft_vortaro_additions_20251012_0031.tsv
akenaro,akenaro,drafted,draft_vortaro_additions_20251012_0031.tsv
akeno,akeno,drafted,draft_vortaro_additions_20251012_0031.tsv
akeo,akeo,drafted,draft_vortaro_additions_20251012_0031.tsv
akerontio,akerontio,drafted,draft_vortaro_additions_20251012_0031.tsv
akinezio,akinezio,drafted,draft_vortaro_additions_20251012_0031.tsv
akmeo,akmeo,drafted,draft_vortaro_additions_20251012_0031.tsv
akneo,akneo,drafted,draft_vortaro_additions_20251012_0031.tsv
akolio,akolio,drafted,draft_vortaro_additions_20251012_0031.tsv
akolito,akolito,drafted,draft_vortaro_additions_20251012_0031.tsv
akonitino,akonitino,drafted,draft_vortaro_additions_20251012_0031.tsv
akontio,akontio,drafted,draft_vortaro_additions_20251012_0031.tsv
akorio,akorio,drafted,draft_vortaro_additions_20251012_0031.tsv
akoro,akoro,drafted,draft_vortaro_additions_20251012_0031.tsv
akrocefala,akrocefala,drafted,draft_vortaro_additions_20251012_0031.tsv
akrocefalo,akrocefalo,drafted,draft_vortaro_additions_20251012_0031.tsv
akrocianozo,akrocianozo,drafted,draft_vortaro_additions_20251012_0031.tsv
akroleino,akroleino,drafted,draft_vortaro_additions_20251012_0031.tsv
akromatopsia,akromatopsia,drafted,draft_vortaro_additions_20251012_0031.tsv
akromegalio,akromegalio,drafted,draft_vortaro_additions_20251012_0031.tsv
akromio,akromio,drafted,draft_vortaro_additions_20251012_0031.tsv
akroĥordo,akroĥordo,drafted,draft_vortaro_additions_20251012_0031.tsv
aksiometro,aksiometro,drafted,draft_vortaro_additions_20251012_0031.tsv
aksoido,aksoido,drafted,draft_vortaro_additions_20251012_0031.tsv
aksono,aksono,drafted,draft_vortaro_additions_20251012_0031.tsv
akteo,akteo,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinidibero,aktinidibero,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinidio,aktinidio,drafted,draft_vortaro_additions_20251012_0031.tsv
aktiniidoj,aktiniidoj,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinistoj,aktinistoj,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinolito,aktinolito,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinomiceto,aktinomiceto,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinomicetoj,aktinomicetoj,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinomicetozo,aktinomicetozo,drafted,draft_vortaro_additions_20251012_0031.tsv
aktinopterigoj,aktinopterigoj,drafted,draft_vortaro_additions_20251012_0031.tsv
aktualismo,aktualismo,drafted,draft_vortaro_additions_20251012_0031.tsv
akuŝologio,akuŝologio,drafted,draft_vortaro_additions_20251012_0031.tsv
akvifoliacoj,akvifoliacoj,drafted,draft_vortaro_additions_20251012_0031.tsv
akvifolio,akvifolio,drafted,draft_vortaro_additions_20251012_0031.tsv
alambiko,alambiko,drafted,draft_vortaro_additions_20251012_0031.tsv
alando,alando,drafted,draft_vortaro_additions_20251012_0031.tsv
alanino,alanino,drafted,draft_vortaro_additions_20251012_0031.tsv
alantoido,alantoido,drafted,draft_vortaro_additions_20251012_0031.tsv
alaterno,alaterno,drafted,draft_vortaro_additions_20251012_0031.tsv
alaŭdedoj,alaŭdedoj,drafted,draft_vortaro_additions_20251012_0031.tsv
albedo,albedo,drafted,draft_vortaro_additions_20251012_0031.tsv
albigenso,albigenso,drafted,draft_vortaro_additions_20251012_0031.tsv
albito,albito,drafted,draft_vortaro_additions_20251012_0031.tsv
albizio,albizio,drafted,draft_vortaro_additions_20251012_0031.tsv
albugineito,albugineito,drafted,draft_vortaro_additions_20251012_0031.tsv
albugineo,albugineo,drafted,draft_vortaro_additions_20251012_0031.tsv
albugo,albugo,drafted,draft_vortaro_additions_20251012_0031.tsv
albumozo,albumozo,drafted,draft_vortaro_additions_20251012_0031.tsv
alcededoj,alcededoj,drafted,draft_vortaro_additions_20251012_0031.tsv
alcelafo,alcelafo,drafted,draft_vortaro_additions_20251012_0031.tsv
alcionio,alcionio,drafted,draft_vortaro_additions_20251012_0031.tsv
alcioniuloj,alcioniuloj,drafted,draft_vortaro_additions_20251012_0031.tsv
aldolo,aldolo,drafted,draft_vortaro_additions_20251012_0031.tsv
aldosterono,aldosterono,drafted,draft_vortaro_additions_20251012_0031.tsv
aleatora,aleatora,drafted,draft_vortaro_additions_20251012_0031.tsv
aleksino,aleksino,drafted,draft_vortaro_additions_20251012_0031.tsv
aleksio,aleksio,drafted,draft_vortaro_additions_20251012_0031.tsv
alektoro,alektoro,drafted,draft_vortaro_additions_20251012_0031.tsv
alelo,alelo,drafted,draft_vortaro_additions_20251012_0031.tsv
alero,alero,drafted,draft_vortaro_additions_20251012_0031.tsv
aleŭrito,aleŭrito,drafted,draft_vortaro_additions_20251012_0031.tsv
aleŭrodedoj,aleŭrodedoj,drafted,draft_vortaro_additions_20251012_0031.tsv
aleŭrodo,aleŭrodo,drafted,draft_vortaro_additions_20251012_0031.tsv
algida,algida,drafted,draft_vortaro_additions_20251012_0031.tsv
algideco,algideco,drafted,draft_vortaro_additions_20251012_0031.tsv
alginato,alginato,drafted,draft_vortaro_additions_20251012_0031.tsv
algino,algino,drafted,draft_vortaro_additions_20251012_0031.tsv
algio,algio,drafted,draft_vortaro_additions_20251012_0031.tsv
algiologio,algiologio,drafted,draft_vortaro_additions_20251012_0031.tsv
algiologo,algiologo,drafted,draft_vortaro_additions_20251012_0031.tsv
algologio,algologio,drafted,draft_vortaro_additions_20251012_0031.tsv
algologo,algologo,drafted,draft_vortaro_additions_20251012_0031.tsv
algonkio,algonkio,drafted,draft_vortaro_additions_20251012_0031.tsv
algvazilo,algvazilo,drafted,draft_vortaro_additions_20251012_0031.tsv
aliario,aliario,drafted,draft_vortaro_additions_20251012_0031.tsv
alidado,alidado,drafted,draft_vortaro_additions_20251012_0031.tsv
aliel,aliel,drafted,draft_vortaro_additions_20251012_0031.tsv
aliena,aliena,drafted,draft_vortaro_additions_20251012_0031.tsv
alieneco,alieneco,drafted,draft_vortaro_additions_20251012_0031.tsv
alieni,alieni,drafted,draft_vortaro_additions_20251012_0031.tsv
alienisto,alienisto,drafted,draft_vortaro_additions_20251012_0031.tsv
alienulo,alienulo,drafted,draft_vortaro_additions_20251012_0031.tsv
alies,alies,drafted,draft_vortaro_additions_20251012_0031.tsv
alifata,alifata,drafted,draft_vortaro_additions_20251012_0031.tsv
alilo,alilo,drafted,draft_vortaro_additions_20251012_0031.tsv
alismacoj,alismacoj,drafted,draft_vortaro_additions_20251012_0031.tsv
alismo,alismo,drafted,draft_vortaro_additions_20251012_0031.tsv
alito,alito,drafted,draft_vortaro_additions_20251012_0031.tsv
aliumo,aliumo,drafted,draft_vortaro_additions_20251012_0031.tsv
alizarino,alizarino,drafted,draft_vortaro_additions_20251012_0031.tsv
alizeo,alizeo,drafted,draft_vortaro_additions_20251012_0031.tsv
alizujo,alizujo,drafted,draft_vortaro_additions_20251012_0037.tsv
alk,alk,drafted,draft_vortaro_additions_20251012_0037.tsv
alkadieno,alkadieno,drafted,draft_vortaro_additions_20251012_0037.tsv
alkado,alkado,added,imported:reviewed_import_chem_1.tsv
alkaja,alkaja,drafted,draft_vortaro_additions_20251012_0037.tsv
alkalio,alkalio,drafted,draft_vortaro_additions_20251012_0037.tsv
alkalometrio,alkalometrio,drafted,draft_vortaro_additions_20251012_0037.tsv
alkalozo,alkalozo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkanalo,alkanalo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkano,alkano,drafted,draft_vortaro_additions_20251012_0037.tsv
alkanolato,alkanolato,drafted,draft_vortaro_additions_20251012_0037.tsv
alkanolo,alkanolo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkanono,alkanono,drafted,draft_vortaro_additions_20251012_0037.tsv
alkarazo,alkarazo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkazabo,alkazabo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkazaro,alkazaro,drafted,draft_vortaro_additions_20251012_0037.tsv
alkekengo,alkekengo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkeno,alkeno,drafted,draft_vortaro_additions_20251012_0037.tsv
alkilo,alkilo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkoholato,alkoholato,drafted,draft_vortaro_additions_20251012_0037.tsv
alkoholaturo,alkoholaturo,drafted,draft_vortaro_additions_20251012_0037.tsv
alkoholemio,alkoholemio,drafted,draft_vortaro_additions_20251012_0037.tsv
almandino,almandino,drafted,draft_vortaro_additions_20251012_0037.tsv
almeo,almeo,drafted,draft_vortaro_additions_20251012_0037.tsv
almo,almo,drafted,draft_vortaro_additions_20251012_0037.tsv
alodo,alodo,drafted,draft_vortaro_additions_20251012_0037.tsv
alokazio,alokazio,drafted,draft_vortaro_additions_20251012_0037.tsv
aloktono,aloktono,drafted,draft_vortaro_additions_20251012_0037.tsv
alomorfo,alomorfo,drafted,draft_vortaro_additions_20251012_0037.tsv
aloritmio,aloritmio,drafted,draft_vortaro_additions_20251012_0037.tsv
alotrofio,alotrofio,drafted,draft_vortaro_additions_20251012_0037.tsv
alotropa,alotropa,drafted,draft_vortaro_additions_20251012_0037.tsv
alotropaĵo,alotropaĵo,drafted,draft_vortaro_additions_20251012_0037.tsv
alotropeco,alotropeco,drafted,draft_vortaro_additions_20251012_0037.tsv
alpinio,alpinio,drafted,draft_vortaro_additions_20251012_0037.tsv
alpismo,alpismo,drafted,draft_vortaro_additions_20251012_0037.tsv
alt,alt,drafted,draft_vortaro_additions_20251012_0037.tsv
alteracii,alteracii,drafted,draft_vortaro_additions_20251012_0037.tsv
alteraciiĝi,alteraciiĝi,drafted,draft_vortaro_additions_20251012_0037.tsv
alteracio,alteracio,drafted,draft_vortaro_additions_20251012_0037.tsv
alterneco,alterneco,drafted,draft_vortaro_additions_20251012_0037.tsv
altimetro,altimetro,drafted,draft_vortaro_additions_20251012_0037.tsv
altometrio,altometrio,drafted,draft_vortaro_additions_20251012_0037.tsv
aluato,aluato,drafted,draft_vortaro_additions_20251012_0037.tsv
aluminato,aluminato,drafted,draft_vortaro_additions_20251012_0037.tsv
aluminiato,aluminiato,drafted,draft_vortaro_additions_20251012_0037.tsv
alunerco,alunerco,drafted,draft_vortaro_additions_20251012_0037.tsv
aluntero,aluntero,drafted,draft_vortaro_additions_20251012_0037.tsv
alveolinedoj,alveolinedoj,drafted,draft_vortaro_additions_20251012_0037.tsv
alveolino,alveolino,drafted,draft_vortaro_additions_20251012_0037.tsv
alzano,alzano,drafted,draft_vortaro_additions_20251012_0037.tsv
alĝebro,alĝebro,drafted,draft_vortaro_additions_20251012_0037.tsv
alĝo,alĝo,drafted,draft_vortaro_additions_20251012_0037.tsv
amando,amando,drafted,draft_vortaro_additions_20251012_0037.tsv
amanitino,amanitino,drafted,draft_vortaro_additions_20251012_0037.tsv
amarilidacoj,amarilidacoj,drafted,draft_vortaro_additions_20251012_0037.tsv
amaŭrozo,amaŭrozo,drafted,draft_vortaro_additions_20251012_0037.tsv
ambistomo,ambistomo,drafted,draft_vortaro_additions_20251012_0037.tsv
ambivalenco,ambivalenco,drafted,draft_vortaro_additions_20251012_0037.tsv
ambliopa,ambliopa,drafted,draft_vortaro_additions_20251012_0037.tsv
ambliopeco,ambliopeco,drafted,draft_vortaro_additions_20251012_0037.tsv
amblistomo,amblistomo,drafted,draft_vortaro_additions_20251012_0037.tsv
ambrosio,ambrosio,drafted,draft_vortaro_additions_20251012_0037.tsv
ambulanĉo,ambulanĉo,drafted,draft_vortaro_additions_20251012_0037.tsv
ambulatoria,ambulatoria,drafted,draft_vortaro_additions_20251012_0037.tsv
ambulatorio,ambulatorio,drafted,draft_vortaro_additions_20251012_0037.tsv
amebeco,amebeco,drafted,draft_vortaro_additions_20251012_0037.tsv
amebismo,amebismo,drafted,draft_vortaro_additions_20251012_0037.tsv
amebozo,amebozo,drafted,draft_vortaro_additions_20251012_0037.tsv
amelanĉo,amelanĉo,drafted,draft_vortaro_additions_20251012_0037.tsv
amelozo,amelozo,drafted,draft_vortaro_additions_20251012_0037.tsv
ameno,ameno,drafted,draft_vortaro_additions_20251012_0037.tsv
amenoreo,amenoreo,drafted,draft_vortaro_additions_20251012_0037.tsv
amentuloj,amentuloj,drafted,draft_vortaro_additions_20251012_0037.tsv
ametropeco,ametropeco,drafted,draft_vortaro_additions_20251012_0037.tsv
amfetamino,amfetamino,drafted,draft_vortaro_additions_20251012_0037.tsv
amfiartro,amfiartro,drafted,draft_vortaro_additions_20251012_0037.tsv
amfibolito,amfibolito,drafted,draft_vortaro_additions_20251012_0037.tsv
amfibologio,amfibologio,drafted,draft_vortaro_additions_20251012_0037.tsv
amfineŭroj,amfineŭroj,drafted,draft_vortaro_additions_20251012_0037.tsv
amfiokso,amfiokso,drafted,draft_vortaro_additions_20251012_0037.tsv
amfipodoj,amfipodoj,drafted,draft_vortaro_additions_20251012_0037.tsv
amfotera,amfotera,drafted,draft_vortaro_additions_20251012_0037.tsv
amianto,amianto,drafted,draft_vortaro_additions_20251012_0037.tsv
amigdalino,amigdalino,drafted,draft_vortaro_additions_20251012_0037.tsv
amikto,amikto,drafted,draft_vortaro_additions_20251012_0037.tsv
amilazo,amilazo,drafted,draft_vortaro_additions_20251012_0037.tsv
amio,amio,drafted,draft_vortaro_additions_20251012_0037.tsv
amirido,amirido,drafted,draft_vortaro_additions_20251012_0037.tsv
amitozo,amitozo,drafted,draft_vortaro_additions_20251012_0037.tsv
amiŝo,amiŝo,drafted,draft_vortaro_additions_20251012_0037.tsv
amniuloj,amniuloj,drafted,draft_vortaro_additions_20251012_0037.tsv
amofilo,amofilo,drafted,draft_vortaro_additions_20251012_0037.tsv
ampeloprazo,ampeloprazo,drafted,draft_vortaro_additions_20251012_0037.tsv
amplifa,amplifa,drafted,draft_vortaro_additions_20251012_0037.tsv
amplifilo,amplifilo,drafted,draft_vortaro_additions_20251012_0037.tsv
amplifo,amplifo,drafted,draft_vortaro_additions_20251012_0037.tsv
anabaptisto,anabaptisto,drafted,draft_vortaro_additions_20251012_0037.tsv
anafazo,anafazo,drafted,draft_vortaro_additions_20251012_0037.tsv
anafora,anafora,drafted,draft_vortaro_additions_20251012_0037.tsv
anaforo,anaforo,drafted,draft_vortaro_additions_20251012_0037.tsv
anaglifa,anaglifa,drafted,draft_vortaro_additions_20251012_0037.tsv
anaglifo,anaglifo,drafted,draft_vortaro_additions_20251012_0037.tsv
anakardiacoj,anakardiacoj,drafted,draft_vortaro_additions_20251012_0037.tsv
anakinezio,anakinezio,drafted,draft_vortaro_additions_20251012_0037.tsv
anakoreto,anakoreto,drafted,draft_vortaro_additions_20251012_0037.tsv
analeptiko,analeptiko,drafted,draft_vortaro_additions_20251012_0037.tsv
analgeziko,analgeziko,drafted,draft_vortaro_additions_20251012_0037.tsv
analisto,analisto,drafted,draft_vortaro_additions_20251012_0037.tsv
anamirto,anamirto,drafted,draft_vortaro_additions_20251012_0037.tsv
anamorfoza,anamorfoza,drafted,draft_vortaro_additions_20251012_0037.tsv
anamorfozo,anamorfozo,drafted,draft_vortaro_additions_20251012_0037.tsv
anao,anao,drafted,draft_vortaro_additions_20251012_0037.tsv
anasedoj,anasedoj,drafted,draft_vortaro_additions_20251012_0037.tsv
anastatiko,anastatiko,drafted,draft_vortaro_additions_20251012_0037.tsv
anastomoza,anastomoza,drafted,draft_vortaro_additions_20251012_0037.tsv
anastomozi,anastomozi,drafted,draft_vortaro_additions_20251012_0037.tsv
anastomozo,anastomozo,drafted,draft_vortaro_additions_20251012_0037.tsv
anastrofo,anastrofo,drafted,draft_vortaro_additions_20251012_0037.tsv
anateksito,anateksito,drafted,draft_vortaro_additions_20251012_0037.tsv
anatekso,anatekso,drafted,draft_vortaro_additions_20251012_0037.tsv
anatoksino,anatoksino,drafted,draft_vortaro_additions_20251012_0037.tsv
ancilostomo,ancilostomo,drafted,draft_vortaro_additions_20251012_0037.tsv
ancilostomozo,ancilostomozo,drafted,draft_vortaro_additions_20251012_0037.tsv
androceo,androceo,drafted,draft_vortaro_additions_20251012_0037.tsv
andropogono,andropogono,drafted,draft_vortaro_additions_20251012_0037.tsv
androzaco,androzaco,drafted,draft_vortaro_additions_20251012_0037.tsv
andujeto,andujeto,drafted,draft_vortaro_additions_20251012_0037.tsv
andujo,andujo,drafted,draft_vortaro_additions_20251012_0037.tsv
aneksismo,aneksismo,drafted,draft_vortaro_additions_20251012_0037.tsv
anekŝi,anekŝi,drafted,draft_vortaro_additions_20251012_0037.tsv
anemometrio,anemometrio,drafted,draft_vortaro_additions_20251012_0037.tsv
anetolo,anetolo,drafted,draft_vortaro_additions_20251012_0037.tsv
aneŭploida,aneŭploida,drafted,draft_vortaro_additions_20251012_0037.tsv
angiito,angiito,drafted,draft_vortaro_additions_20251012_0037.tsv
angiologio,angiologio,drafted,draft_vortaro_additions_20251012_0037.tsv
angiomo,angiomo,drafted,draft_vortaro_additions_20251012_0037.tsv
angiotensino,angiotensino,drafted,draft_vortaro_additions_20251012_0037.tsv
anglezo,anglezo,drafted,draft_vortaro_additions_20251012_0037.tsv
anglicismo,anglicismo,drafted,draft_vortaro_additions_20251012_0037.tsv
angulilo,angulilo,drafted,draft_vortaro_additions_20251012_0037.tsv
angulumita,angulumita,drafted,draft_vortaro_additions_20251012_0037.tsv
anhidrido,anhidrido,drafted,draft_vortaro_additions_20251012_0037.tsv
anhidrito,anhidrito,drafted,draft_vortaro_additions_20251012_0037.tsv
anilido,anilido,drafted,draft_vortaro_additions_20251012_0037.tsv
anilo,anilo,drafted,draft_vortaro_additions_20251012_0037.tsv
anizidino,anizidino,drafted,draft_vortaro_additions_20251012_0037.tsv
anizokorio,anizokorio,drafted,draft_vortaro_additions_20251012_0037.tsv
anizosfigmio,anizosfigmio,drafted,draft_vortaro_additions_20251012_0037.tsv
ankoneo,ankoneo,drafted,draft_vortaro_additions_20251012_0037.tsv
ankoraŭa,ankoraŭa,drafted,draft_vortaro_additions_20251012_0037.tsv
ankrizita,ankrizita,drafted,draft_vortaro_additions_20251012_0037.tsv
anksia,anksia,drafted,draft_vortaro_additions_20251012_0037.tsv
anksio,anksio,drafted,draft_vortaro_additions_20251012_0037.tsv
anobiedoj,anobiedoj,drafted,draft_vortaro_additions_20251012_0037.tsv
anodonto,anodonto,drafted,draft_vortaro_additions_20251012_0037.tsv
anoksemio,anoksemio,drafted,draft_vortaro_additions_20251012_0037.tsv
anoksio,anoksio,drafted,draft_vortaro_additions_20251012_0037.tsv
anono,anono,drafted,draft_vortaro_additions_20251012_0037.tsv
anopsio,anopsio,drafted,draft_vortaro_additions_20251012_0037.tsv
anoreksio,anoreksio,drafted,draft_vortaro_additions_20251012_0037.tsv
anortito,anortito,drafted,draft_vortaro_additions_20251012_0037.tsv
anosmio,anosmio,drafted,draft_vortaro_additions_20251012_0037.tsv
anstataŭilo,anstataŭilo,drafted,draft_vortaro_additions_20251012_0037.tsv
antecedentoj,antecedentoj,drafted,draft_vortaro_additions_20251012_0037.tsv
antedono,antedono,drafted,draft_vortaro_additions_20251012_0037.tsv
antefikso,antefikso,drafted,draft_vortaro_additions_20251012_0037.tsv
antenario,antenario,drafted,draft_vortaro_additions_20251012_0037.tsv
anteridio,anteridio,drafted,draft_vortaro_additions_20251012_0037.tsv
anterozoido,anterozoido,drafted,draft_vortaro_additions_20251012_0037.tsv
anthelio,anthelio,drafted,draft_vortaro_additions_20251012_0037.tsv
anti,anti,drafted,draft_vortaro_additions_20251012_0037.tsv
antiklinalo,antiklinalo,drafted,draft_vortaro_additions_20251012_0037.tsv
antilido,antilido,drafted,draft_vortaro_additions_20251012_0037.tsv
antociano,antociano,drafted,draft_vortaro_additions_20251012_0037.tsv
antonomazio,antonomazio,drafted,draft_vortaro_additions_20251012_0037.tsv
antozooj,antozooj,added,imported:reviewed_import_mixed_6.tsv
antraceno,antraceno,drafted,draft_vortaro_additions_20251012_0037.tsv
antrakinono,antrakinono,drafted,draft_vortaro_additions_20251012_0037.tsv
antrakozo,antrakozo,drafted,draft_vortaro_additions_20251012_0037.tsv
